UsageId,AccountId,SubscriptionId,Month,Seats,MAU,MAURatio,Sessions,FeatureAdoptionRate
U0001226,A00288,SUB00116,2027-02-01,100,82,0.829,1116,0.57
U0001227,A00288,SUB00116,2027-03-01,100,84,0.844,1889,0.3
U0001228,A00289,SUB00117,2025-06-01,250,135,0.543,3513,0.35
U0001229,A00289,SUB00117,2025-07-01,250,139,0.558,3582,0.88
U0001230,A00289,SUB00117,2025-08-01,250,143,0.573,2307,0.61
U0001231,A00289,SUB00117,2025-09-01,250,147,0.588,2889,0.36
U0001232,A00289,SUB00117,2025-10-01,250,150,0.603,4710,0.76
U0001233,A00289,SUB00117,2025-11-01,250,154,0.618,3454,0.77
U0001234,A00289,SUB00117,2025-12-01,250,158,0.633,3011,0.26
U0001235,A00289,SUB00117,2026-01-01,250,162,0.648,4581,0.57
U0001236,A00289,SUB00117,2026-02-01,250,165,0.663,3850,0.35
U0001237,A00289,SUB00117,2026-03-01,250,169,0.678,2150,0.54
U0001238,A00289,SUB00117,2026-04-01,250,173,0.693,5768,0.59
U0001239,A00289,SUB00117,2026-05-01,250,177,0.708,3790,0.2
U0001240,A00291,SUB00118,2025-06-01,20,12,0.618,277,0.84
U0001241,A00291,SUB00118,2025-07-01,20,12,0.633,198,0.49
U0001242,A00291,SUB00118,2025-08-01,20,12,0.648,111,0.33
U0001243,A00291,SUB00118,2025-09-01,20,13,0.663,205,0.22
U0001244,A00291,SUB00118,2025-10-01,20,13,0.678,157,0.29
U0001245,A00291,SUB00118,2025-11-01,20,13,0.693,335,0.28
U0001246,A00291,SUB00118,2025-12-01,20,14,0.708,357,0.49
U0001247,A00291,SUB00118,2026-01-01,20,14,0.723,340,0.84
U0001248,A00291,SUB00118,2026-02-01,20,14,0.738,300,0.24
U0001249,A00291,SUB00118,2026-03-01,20,15,0.753,187,0.57
U0001250,A00291,SUB00118,2026-04-01,20,15,0.768,332,0.88
U0001251,A00291,SUB00118,2026-05-01,20,15,0.783,508,0.66
U0001252,A00296,SUB00119,2025-12-01,50,41,0.824,680,0.88
U0001253,A00296,SUB00119,2026-01-01,50,41,0.839,426,0.44
U0001254,A00296,SUB00119,2026-02-01,50,42,0.854,1215,0.76
U0001255,A00296,SUB00119,2026-03-01,50,43,0.869,1098,0.81
U0001256,A00296,SUB00119,2026-04-01,50,44,0.884,1425,0.72
U0001257,A00296,SUB00119,2026-05-01,50,44,0.899,939,0.25
U0001258,A00297,SUB00120,2025-06-01,50,38,0.766,1310,0.33
U0001259,A00297,SUB00120,2025-07-01,50,39,0.781,722,0.6
U0001260,A00297,SUB00120,2025-08-01,50,39,0.796,1312,0.23
U0001261,A00297,SUB00120,2025-09-01,50,40,0.811,1114,0.85
U0001262,A00297,SUB00120,2025-10-01,50,41,0.826,1134,0.43
U0001263,A00297,SUB00120,2025-11-01,50,42,0.841,403,0.2
U0001264,A00297,SUB00120,2025-12-01,50,42,0.856,982,0.9
U0001265,A00297,SUB00120,2026-01-01,50,43,0.871,1096,0.63
U0001266,A00297,SUB00120,2026-02-01,50,44,0.886,631,0.72
U0001267,A00297,SUB00120,2026-03-01,50,45,0.901,1569,0.26
U0001268,A00297,SUB00120,2026-04-01,50,45,0.916,381,0.53
U0001269,A00297,SUB00120,2026-05-01,50,46,0.931,1344,0.81
U0001270,A00298,SUB00121,2026-01-01,100,46,0.467,1313,0.33
U0001271,A00298,SUB00121,2026-02-01,100,41,0.416,1038,0.4
U0001272,A00298,SUB00121,2026-03-01,100,51,0.517,1440,0.4
U0001273,A00298,SUB00121,2026-04-01,100,53,0.537,1239,0.82
U0001274,A00298,SUB00121,2026-05-01,100,51,0.515,496,0.7
U0001275,A00299,SUB00122,2025-06-01,50,31,0.625,657,0.85
U0001276,A00299,SUB00122,2025-07-01,50,31,0.631,876,0.73
U0001277,A00299,SUB00122,2025-08-01,50,27,0.553,379,0.36
U0001278,A00299,SUB00122,2025-09-01,50,29,0.6,638,0.78
U0001279,A00299,SUB00122,2025-10-01,50,30,0.618,648,0.46
U0001280,A00299,SUB00122,2025-11-01,50,29,0.591,519,0.3
U0001281,A00299,SUB00122,2025-12-01,50,30,0.613,950,0.74
U0001282,A00299,SUB00122,2026-01-01,50,31,0.634,1039,0.8
U0001283,A00299,SUB00122,2026-02-01,50,30,0.61,712,0.32
U0001284,A00299,SUB00122,2026-03-01,50,28,0.571,389,0.39
U0001285,A00299,SUB00122,2026-04-01,50,28,0.566,903,0.33
U0001286,A00299,SUB00122,2026-05-01,50,29,0.591,490,0.89
U0001287,A00304,SUB00123,2026-01-01,50,18,0.364,387,0.61
U0001288,A00304,SUB00123,2026-02-01,50,18,0.379,311,0.24
U0001289,A00304,SUB00123,2026-03-01,50,19,0.394,569,0.36
U0001290,A00304,SUB00123,2026-04-01,50,20,0.409,650,0.26
U0001291,A00304,SUB00123,2026-05-01,50,21,0.424,218,0.84
U0001292,A00306,SUB00124,2025-06-01,250,194,0.776,1684,0.86
U0001293,A00306,SUB00124,2025-07-01,250,197,0.791,5652,0.32
U0001294,A00306,SUB00124,2025-08-01,250,201,0.806,4927,0.57
U0001295,A00306,SUB00124,2025-09-01,250,205,0.821,2671,0.31
U0001296,A00306,SUB00124,2025-10-01,250,209,0.836,2289,0.23
U0001297,A00306,SUB00124,2025-11-01,250,212,0.851,2941,0.7
U0001298,A00306,SUB00124,2025-12-01,250,216,0.866,6494,0.56
U0001299,A00306,SUB00124,2026-01-01,250,220,0.881,3264,0.39
U0001300,A00306,SUB00124,2026-02-01,250,224,0.896,5151,0.81
U0001301,A00306,SUB00124,2026-03-01,250,227,0.911,3536,0.36
U0001302,A00306,SUB00124,2026-04-01,250,231,0.926,6195,0.71
U0001303,A00306,SUB00124,2026-05-01,250,235,0.941,3453,0.54
U0001304,A00309,SUB00125,2025-06-01,5,3,0.628,56,0.84
U0001305,A00309,SUB00125,2025-07-01,5,3,0.603,88,0.66
U0001306,A00309,SUB00125,2025-08-01,5,2,0.578,34,0.41
U0001307,A00309,SUB00125,2025-09-01,5,2,0.553,68,0.22
U0001308,A00309,SUB00125,2025-10-01,5,2,0.528,25,0.71
U0001309,A00309,SUB00125,2025-11-01,5,2,0.503,58,0.78
U0001310,A00309,SUB00125,2025-12-01,5,2,0.478,29,0.28
U0001311,A00309,SUB00125,2026-01-01,5,2,0.453,38,0.48
U0001312,A00309,SUB00125,2026-02-01,5,2,0.428,42,0.59
U0001313,A00309,SUB00125,2026-03-01,5,2,0.403,48,0.73
U0001314,A00309,SUB00125,2026-04-01,5,1,0.378,19,0.47
U0001315,A00309,SUB00125,2026-05-01,5,1,0.353,21,0.52
U0001316,A00311,SUB00126,2025-06-01,250,135,0.543,3335,0.51
U0001317,A00311,SUB00126,2025-07-01,250,139,0.558,1951,0.51
U0001318,A00311,SUB00126,2025-08-01,250,143,0.573,3638,0.45
U0001319,A00311,SUB00126,2025-09-01,250,147,0.588,2802,0.31
U0001320,A00311,SUB00126,2025-10-01,250,150,0.603,4236,0.62
U0001321,A00311,SUB00126,2025-11-01,250,154,0.618,1335,0.52
U0001322,A00311,SUB00126,2025-12-01,250,158,0.633,4756,0.32
U0001323,A00311,SUB00126,2026-01-01,250,162,0.648,3468,0.58
U0001324,A00311,SUB00126,2026-02-01,250,165,0.663,2171,0.54
U0001325,A00311,SUB00126,2026-03-01,250,169,0.678,2303,0.65
U0001326,A00311,SUB00126,2026-04-01,250,173,0.693,4342,0.44
U0001327,A00311,SUB00126,2026-05-01,250,177,0.708,5882,0.7
U0001328,A00313,SUB00127,2025-06-01,5,3,0.786,30,0.32
U0001329,A00313,SUB00127,2025-07-01,5,3,0.768,34,0.5
U0001330,A00313,SUB00127,2025-08-01,5,3,0.768,82,0.8
U0001331,A00313,SUB00127,2025-09-01,5,3,0.746,81,0.24
U0001332,A00313,SUB00127,2025-10-01,5,3,0.757,84,0.52
U0001333,A00313,SUB00127,2025-11-01,5,3,0.733,92,0.32
U0001334,A00313,SUB00127,2025-12-01,5,3,0.773,92,0.56
U0001335,A00313,SUB00127,2026-01-01,5,3,0.737,51,0.61
U0001336,A00313,SUB00127,2026-02-01,5,3,0.756,101,0.35
U0001337,A00313,SUB00127,2026-03-01,5,3,0.772,87,0.76
U0001338,A00313,SUB00127,2026-04-01,5,4,0.801,125,0.29
U0001339,A00313,SUB00127,2026-05-01,5,3,0.752,69,0.52
U0001340,A00320,SUB00128,2025-06-01,500,410,0.821,6174,0.24
U0001341,A00320,SUB00128,2025-07-01,500,443,0.888,3674,0.63
U0001342,A00320,SUB00128,2025-08-01,500,427,0.854,8766,0.4
U0001343,A00320,SUB00128,2025-09-01,500,445,0.891,8918,0.28
U0001344,A00320,SUB00128,2025-10-01,500,417,0.835,8988,0.33
U0001345,A00320,SUB00128,2025-11-01,500,442,0.884,5911,0.71
U0001346,A00320,SUB00128,2025-12-01,500,421,0.842,10161,0.47
U0001347,A00320,SUB00128,2026-01-01,500,404,0.808,11502,0.46
U0001348,A00320,SUB00128,2026-02-01,500,403,0.807,7656,0.55
U0001349,A00320,SUB00128,2026-03-01,500,423,0.847,14332,0.71
U0001350,A00320,SUB00128,2026-04-01,500,408,0.816,5736,0.34
U0001351,A00320,SUB00128,2026-05-01,500,435,0.871,9408,0.72
U0001352,A00321,SUB00129,2025-06-01,100,62,0.623,2169,0.68
U0001353,A00321,SUB00129,2025-07-01,100,63,0.638,1908,0.61
U0001354,A00321,SUB00129,2025-08-01,100,65,0.653,1980,0.58
U0001355,A00321,SUB00129,2025-09-01,100,66,0.668,2293,0.45
U0001356,A00321,SUB00129,2025-10-01,100,68,0.683,2371,0.89
U0001357,A00321,SUB00129,2025-11-01,100,69,0.698,989,0.22
U0001358,A00321,SUB00129,2025-12-01,100,71,0.713,1469,0.85
U0001359,A00321,SUB00129,2026-01-01,100,72,0.728,1823,0.47
U0001360,A00321,SUB00129,2026-02-01,100,74,0.743,2251,0.81
U0001361,A00321,SUB00129,2026-03-01,100,75,0.758,2339,0.84
U0001362,A00321,SUB00129,2026-04-01,100,77,0.773,828,0.54
U0001363,A00321,SUB00129,2026-05-01,100,78,0.788,1024,0.7
U0001364,A00325,SUB00130,2025-09-01,20,11,0.565,301,0.68
U0001365,A00325,SUB00130,2025-10-01,20,13,0.651,268,0.7
U0001366,A00325,SUB00130,2025-11-01,20,11,0.564,226,0.87
U0001367,A00325,SUB00130,2025-12-01,20,12,0.621,286,0.53
U0001368,A00325,SUB00130,2026-01-01,20,12,0.646,176,0.63
U0001369,A00325,SUB00130,2026-02-01,20,11,0.597,210,0.58
U0001370,A00325,SUB00130,2026-03-01,20,11,0.588,230,0.26
U0001371,A00325,SUB00130,2026-04-01,20,11,0.573,378,0.37
U0001372,A00325,SUB00130,2026-05-01,20,12,0.62,419,0.65
U0001373,A00326,SUB00131,2025-09-01,20,12,0.611,309,0.26
U0001374,A00326,SUB00131,2025-10-01,20,12,0.608,340,0.34
U0001375,A00326,SUB00131,2025-11-01,20,11,0.591,275,0.3
U0001376,A00326,SUB00131,2025-12-01,20,12,0.616,379,0.81
U0001377,A00326,SUB00131,2026-01-01,20,12,0.607,405,0.82
U0001378,A00326,SUB00131,2026-02-01,20,11,0.556,179,0.59
U0001379,A00326,SUB00131,2026-03-01,20,10,0.544,157,0.62
U0001380,A00326,SUB00131,2026-04-01,20,12,0.621,263,0.61
U0001381,A00326,SUB00131,2026-05-01,20,12,0.61,303,0.78
U0001382,A00327,SUB00132,2025-06-01,250,120,0.481,3306,0.73
U0001383,A00327,SUB00132,2025-07-01,250,176,0.706,2105,0.63
U0001384,A00327,SUB00132,2025-08-01,250,130,0.523,1504,0.81
U0001385,A00327,SUB00132,2025-09-01,250,207,0.829,5512,0.8
U0001386,A00327,SUB00132,2025-10-01,250,179,0.717,3468,0.26
U0001387,A00327,SUB00132,2025-11-01,250,130,0.522,2717,0.32
U0001388,A00327,SUB00132,2025-12-01,250,198,0.796,4571,0.82
U0001389,A00327,SUB00132,2026-01-01,250,143,0.573,4105,0.53
U0001390,A00327,SUB00132,2026-02-01,250,145,0.581,1192,0.38
U0001391,A00327,SUB00132,2026-03-01,250,202,0.812,6216,0.36
U0001392,A00327,SUB00132,2026-04-01,250,123,0.494,4240,0.77
U0001393,A00327,SUB00132,2026-05-01,250,143,0.573,4386,0.53
U0001394,A00333,SUB00133,2025-06-01,100,74,0.741,795,0.54
U0001395,A00333,SUB00133,2025-07-01,100,76,0.765,722,0.85
U0001396,A00333,SUB00133,2025-08-01,100,74,0.744,1527,0.79
U0001397,A00333,SUB00133,2025-09-01,100,73,0.732,1215,0.23
U0001398,A00333,SUB00133,2025-10-01,100,72,0.722,2475,0.89
U0001399,A00333,SUB00133,2025-11-01,100,78,0.786,1586,0.3
U0001400,A00333,SUB00133,2025-12-01,100,75,0.756,1532,0.23
U0001401,A00333,SUB00133,2026-01-01,100,71,0.713,1531,0.5
U0001402,A00333,SUB00133,2026-02-01,100,74,0.742,1859,0.55
U0001403,A00333,SUB00133,2026-03-01,100,76,0.764,1328,0.72
U0001404,A00333,SUB00133,2026-04-01,100,69,0.692,1053,0.61
U0001405,A00333,SUB00133,2026-05-01,100,71,0.715,2328,0.68
U0001406,A00334,SUB00134,2025-06-01,20,9,0.464,202,0.69
U0001407,A00334,SUB00134,2025-07-01,20,9,0.479,227,0.31
U0001408,A00334,SUB00134,2025-08-01,20,9,0.494,198,0.88
U0001409,A00334,SUB00134,2025-09-01,20,10,0.509,326,0.43
U0001410,A00334,SUB00134,2025-10-01,20,10,0.524,238,0.89
U0001411,A00334,SUB00134,2025-11-01,20,10,0.539,172,0.59
U0001412,A00334,SUB00134,2025-12-01,20,11,0.554,342,0.48
U0001413,A00334,SUB00134,2026-01-01,20,11,0.569,132,0.63
U0001414,A00334,SUB00134,2026-02-01,20,11,0.584,355,0.38
U0001415,A00334,SUB00134,2026-03-01,20,11,0.599,152,0.54
U0001416,A00334,SUB00134,2026-04-01,20,12,0.614,364,0.33
U0001417,A00334,SUB00134,2026-05-01,20,12,0.629,216,0.34
U0001418,A00335,SUB00135,2025-07-01,100,77,0.774,1677,0.84
U0001419,A00335,SUB00135,2025-08-01,100,74,0.749,1145,0.86
U0001420,A00335,SUB00135,2025-09-01,100,72,0.724,1168,0.71
U0001421,A00335,SUB00135,2025-10-01,100,69,0.699,1317,0.71
U0001422,A00335,SUB00135,2025-11-01,100,67,0.674,1821,0.73
U0001423,A00335,SUB00135,2025-12-01,100,64,0.649,1185,0.64
U0001424,A00335,SUB00135,2026-01-01,100,62,0.624,1073,0.89
U0001425,A00335,SUB00135,2026-02-01,100,59,0.599,1574,0.22
U0001426,A00335,SUB00135,2026-03-01,100,57,0.574,1481,0.73
U0001427,A00335,SUB00135,2026-04-01,100,54,0.549,1247,0.72
U0001428,A00335,SUB00135,2026-05-01,100,52,0.524,792,0.54
U0001429,A00341,SUB00136,2025-08-01,250,102,0.408,2266,0.81
U0001430,A00341,SUB00136,2025-09-01,250,99,0.4,3386,0.22
U0001431,A00341,SUB00136,2025-10-01,250,97,0.389,3293,0.41
U0001432,A00341,SUB00136,2025-11-01,250,90,0.363,2145,0.24
U0001433,A00341,SUB00136,2025-12-01,250,106,0.428,1134,0.77
U0001434,A00341,SUB00136,2026-01-01,250,103,0.413,1587,0.58
U0001435,A00341,SUB00136,2026-02-01,250,91,0.365,2874,0.3
U0001436,A00341,SUB00136,2026-03-01,250,91,0.367,2656,0.7
U0001437,A00341,SUB00136,2026-04-01,250,100,0.402,1607,0.56
U0001438,A00341,SUB00136,2026-05-01,250,88,0.354,824,0.38
U0001439,A00342,SUB00137,2025-06-01,20,4,0.243,130,0.56
U0001440,A00342,SUB00137,2025-07-01,20,9,0.493,268,0.69
U0001441,A00342,SUB00137,2025-08-01,20,11,0.57,187,0.85
U0001442,A00342,SUB00137,2025-09-01,20,4,0.226,32,0.52
U0001443,A00342,SUB00137,2025-10-01,20,10,0.541,158,0.21
U0001444,A00342,SUB00137,2025-11-01,20,7,0.392,118,0.44
U0001445,A00342,SUB00137,2025-12-01,20,8,0.437,251,0.34
U0001446,A00342,SUB00137,2026-01-01,20,5,0.252,88,0.59
U0001447,A00342,SUB00137,2026-02-01,20,4,0.238,104,0.3
U0001448,A00342,SUB00137,2026-03-01,20,8,0.436,141,0.71
U0001449,A00342,SUB00137,2026-04-01,20,5,0.262,90,0.72
U0001450,A00342,SUB00137,2026-05-01,20,8,0.41,118,0.2
U0001451,A00343,SUB00138,2025-06-01,50,24,0.488,757,0.27
U0001452,A00343,SUB00138,2025-07-01,50,24,0.491,237,0.66
U0001453,A00343,SUB00138,2025-08-01,50,22,0.446,685,0.48
U0001454,A00343,SUB00138,2025-09-01,50,24,0.497,219,0.4
U0001455,A00343,SUB00138,2025-10-01,50,24,0.487,233,0.68
U0001456,A00343,SUB00138,2025-11-01,50,24,0.481,520,0.49
U0001457,A00343,SUB00138,2025-12-01,50,22,0.447,705,0.64
U0001458,A00343,SUB00138,2026-01-01,50,22,0.445,553,0.76
U0001459,A00343,SUB00138,2026-02-01,50,21,0.435,198,0.68
U0001460,A00343,SUB00138,2026-03-01,50,20,0.415,594,0.27
U0001461,A00343,SUB00138,2026-04-01,50,23,0.465,349,0.5
U0001462,A00343,SUB00138,2026-05-01,50,23,0.46,662,0.72
U0001463,A00346,SUB00139,2025-06-01,500,336,0.673,2988,0.58
U0001464,A00346,SUB00139,2025-07-01,500,319,0.64,5964,0.23
U0001465,A00346,SUB00139,2025-08-01,500,341,0.683,3657,0.73
U0001466,A00346,SUB00139,2025-09-01,500,307,0.615,2734,0.85
U0001467,A00346,SUB00139,2025-10-01,500,340,0.682,4220,0.49
U0001468,A00346,SUB00139,2025-11-01,500,318,0.637,8679,0.58
U0001469,A00346,SUB00139,2025-12-01,500,296,0.594,6383,0.21
U0001470,A00346,SUB00139,2026-01-01,500,330,0.661,9271,0.85
U0001471,A00346,SUB00139,2026-02-01,500,296,0.592,10302,0.71
U0001472,A00346,SUB00139,2026-03-01,500,339,0.678,8726,0.23
U0001473,A00346,SUB00139,2026-04-01,500,342,0.684,8236,0.57
U0001474,A00346,SUB00139,2026-05-01,500,305,0.611,3520,0.21
U0001475,A00348,SUB00140,2025-07-01,100,87,0.877,1393,0.56
U0001476,A00348,SUB00140,2025-08-01,100,81,0.817,1262,0.84
U0001477,A00348,SUB00140,2025-09-01,100,87,0.877,1525,0.59
U0001478,A00348,SUB00140,2025-10-01,100,86,0.868,1439,0.8
U0001479,A00348,SUB00140,2025-11-01,100,87,0.872,2817,0.23
U0001480,A00348,SUB00140,2025-12-01,100,84,0.848,1750,0.63
U0001481,A00348,SUB00140,2026-01-01,100,85,0.859,873,0.65
U0001482,A00348,SUB00140,2026-02-01,100,84,0.84,1018,0.88
U0001483,A00348,SUB00140,2026-03-01,100,79,0.797,1633,0.41
U0001484,A00348,SUB00140,2026-04-01,100,86,0.862,1273,0.4
U0001485,A00348,SUB00140,2026-05-01,100,79,0.797,879,0.27
U0001486,A00352,SUB00141,2025-06-01,250,186,0.745,2857,0.59
U0001487,A00352,SUB00141,2025-07-01,250,190,0.76,4658,0.32
U0001488,A00352,SUB00141,2025-08-01,250,193,0.775,2976,0.79
U0001489,A00352,SUB00141,2025-09-01,250,197,0.79,3120,0.82
U0001490,A00352,SUB00141,2025-10-01,250,201,0.805,6443,0.32
U0001491,A00352,SUB00141,2025-11-01,250,205,0.82,1677,0.59
U0001492,A00352,SUB00141,2025-12-01,250,208,0.835,3019,0.27
U0001493,A00352,SUB00141,2026-01-01,250,212,0.85,2001,0.48
U0001494,A00352,SUB00141,2026-02-01,250,216,0.865,6677,0.45
U0001495,A00352,SUB00141,2026-03-01,250,220,0.88,5593,0.54
U0001496,A00352,SUB00141,2026-04-01,250,223,0.895,2121,0.25
U0001497,A00352,SUB00141,2026-05-01,250,227,0.91,4587,0.29
U0001498,A00358,SUB00142,2025-06-01,500,270,0.541,8488,0.77
U0001499,A00358,SUB00142,2025-07-01,500,266,0.534,6948,0.5
U0001500,A00358,SUB00142,2025-08-01,500,261,0.522,4788,0.83
U0001501,A00358,SUB00142,2025-09-01,500,288,0.576,9916,0.63
U0001502,A00358,SUB00142,2025-10-01,500,258,0.517,2842,0.76
U0001503,A00358,SUB00142,2025-11-01,500,272,0.544,5367,0.21
U0001504,A00358,SUB00142,2025-12-01,500,291,0.583,9832,0.28
U0001505,A00358,SUB00142,2026-01-01,500,272,0.546,2190,0.26
U0001506,A00358,SUB00142,2026-02-01,500,283,0.567,6479,0.76
U0001507,A00358,SUB00142,2026-03-01,500,288,0.576,7439,0.57
U0001508,A00358,SUB00142,2026-04-01,500,254,0.51,6876,0.29
U0001509,A00358,SUB00142,2026-05-01,500,284,0.569,4527,0.68
U0001510,A00362,SUB00143,2025-06-01,50,27,0.56,827,0.45
U0001511,A00362,SUB00143,2025-07-01,50,28,0.575,560,0.61
U0001512,A00362,SUB00143,2025-08-01,50,29,0.59,355,0.74
U0001513,A00362,SUB00143,2025-09-01,50,30,0.605,789,0.38
U0001514,A00362,SUB00143,2025-10-01,50,30,0.62,363,0.3
U0001515,A00362,SUB00143,2025-11-01,50,31,0.635,952,0.25
U0001516,A00362,SUB00143,2025-12-01,50,32,0.65,271,0.65
U0001517,A00362,SUB00143,2026-01-01,50,33,0.665,517,0.4
U0001518,A00362,SUB00143,2026-02-01,50,33,0.68,988,0.3
U0001519,A00362,SUB00143,2026-03-01,50,34,0.695,594,0.55
U0001520,A00362,SUB00143,2026-04-01,50,35,0.71,306,0.58
U0001521,A00362,SUB00143,2026-05-01,50,36,0.725,1198,0.62
U0001522,A00364,SUB00144,2025-07-01,50,32,0.657,537,0.62
U0001523,A00364,SUB00144,2025-08-01,50,33,0.661,489,0.68
U0001524,A00364,SUB00144,2025-09-01,50,34,0.694,545,0.73
U0001525,A00364,SUB00144,2025-10-01,50,36,0.727,679,0.27
U0001526,A00364,SUB00144,2025-11-01,50,34,0.682,797,0.39
U0001527,A00364,SUB00144,2025-12-01,50,36,0.738,443,0.51
U0001528,A00364,SUB00144,2026-01-01,50,33,0.678,817,0.61
U0001529,A00364,SUB00144,2026-02-01,50,34,0.68,514,0.82
U0001530,A00364,SUB00144,2026-03-01,50,32,0.647,450,0.23
U0001531,A00364,SUB00144,2026-04-01,50,32,0.652,330,0.76
U0001532,A00364,SUB00144,2026-05-01,50,34,0.689,980,0.22
U0001533,A00366,SUB00145,2025-06-01,500,325,0.65,8006,0.71
U0001534,A00366,SUB00145,2025-07-01,500,332,0.665,7748,0.52
U0001535,A00366,SUB00145,2025-08-01,500,340,0.68,11352,0.6
U0001536,A00366,SUB00145,2025-09-01,500,347,0.695,6613,0.64
U0001537,A00366,SUB00145,2025-10-01,500,355,0.71,5248,0.21
U0001538,A00366,SUB00145,2025-11-01,500,362,0.725,3201,0.67
U0001539,A00366,SUB00145,2025-12-01,500,370,0.74,10878,0.38
U0001540,A00366,SUB00145,2026-01-01,500,377,0.755,12965,0.82
U0001541,A00366,SUB00145,2026-02-01,500,385,0.77,6907,0.25
U0001542,A00366,SUB00145,2026-03-01,500,392,0.785,8934,0.2
U0001543,A00366,SUB00145,2026-04-01,500,400,0.8,8494,0.52
U0001544,A00366,SUB00145,2026-05-01,500,407,0.815,13340,0.62
U0001545,A00367,SUB00146,2025-07-01,10,7,0.728,184,0.59
U0001546,A00367,SUB00146,2025-08-01,10,7,0.703,126,0.32
U0001547,A00367,SUB00146,2025-09-01,10,6,0.678,73,0.22
U0001548,A00367,SUB00146,2025-10-01,10,6,0.653,115,0.32
U0001549,A00367,SUB00146,2025-11-01,10,6,0.628,150,0.87
U0001550,A00367,SUB00146,2025-12-01,10,6,0.603,142,0.6
U0001551,A00367,SUB00146,2026-01-01,10,5,0.578,64,0.72
U0001552,A00367,SUB00146,2026-02-01,10,5,0.553,71,0.73
U0001553,A00367,SUB00146,2026-03-01,10,5,0.528,71,0.57
U0001554,A00367,SUB00146,2026-04-01,10,5,0.503,58,0.38
U0001555,A00367,SUB00146,2026-05-01,10,4,0.478,79,0.67
U0001556,A00369,SUB00147,2025-06-01,10,7,0.775,193,0.44
U0001557,A00369,SUB00147,2025-07-01,10,7,0.75,119,0.69
U0001558,A00369,SUB00147,2025-08-01,10,7,0.725,74,0.53
U0001559,A00369,SUB00147,2025-09-01,10,7,0.7,198,0.86
U0001560,A00369,SUB00147,2025-10-01,10,6,0.675,189,0.3
U0001561,A00369,SUB00147,2025-11-01,10,6,0.65,109,0.79
U0001562,A00369,SUB00147,2025-12-01,10,6,0.625,162,0.68
U0001563,A00369,SUB00147,2026-01-01,10,6,0.6,67,0.78
U0001564,A00369,SUB00147,2026-02-01,10,5,0.575,166,0.79
U0001565,A00369,SUB00147,2026-03-01,10,5,0.55,158,0.9
U0001566,A00369,SUB00147,2026-04-01,10,5,0.525,40,0.74
U0001567,A00369,SUB00147,2026-05-01,10,5,0.5,169,0.76
U0001568,A00370,SUB00148,2025-09-01,500,366,0.734,4224,0.36
U0001569,A00370,SUB00148,2025-10-01,500,354,0.709,5030,0.47
U0001570,A00370,SUB00148,2025-11-01,500,341,0.684,9312,0.77
U0001571,A00370,SUB00148,2025-12-01,500,329,0.659,9542,0.67
U0001572,A00370,SUB00148,2026-01-01,500,316,0.634,9796,0.62
U0001573,A00370,SUB00148,2026-02-01,500,304,0.609,7909,0.71
U0001574,A00370,SUB00148,2026-03-01,500,291,0.584,6550,0.45
U0001575,A00370,SUB00148,2026-04-01,500,279,0.559,7850,0.24
U0001576,A00370,SUB00148,2026-05-01,500,266,0.534,2569,0.68
U0001577,A00371,SUB00149,2025-06-01,5,3,0.668,87,0.28
U0001578,A00371,SUB00149,2025-07-01,5,3,0.683,66,0.75
U0001579,A00371,SUB00149,2025-08-01,5,3,0.698,90,0.77
U0001580,A00371,SUB00149,2025-09-01,5,3,0.713,41,0.22
U0001581,A00371,SUB00149,2025-10-01,5,3,0.728,42,0.74
U0001582,A00371,SUB00149,2025-11-01,5,3,0.743,71,0.24
U0001583,A00371,SUB00149,2025-12-01,5,3,0.758,35,0.66
U0001584,A00371,SUB00149,2026-01-01,5,3,0.773,37,0.29
U0001585,A00371,SUB00149,2026-02-01,5,3,0.788,46,0.51
U0001586,A00371,SUB00149,2026-03-01,5,4,0.803,117,0.36
U0001587,A00371,SUB00149,2026-04-01,5,4,0.818,84,0.83
U0001588,A00371,SUB00149,2026-05-01,5,4,0.833,122,0.76
U0001589,A00374,SUB00150,2025-11-01,250,175,0.702,3331,0.87
U0001590,A00374,SUB00150,2025-12-01,250,169,0.677,4197,0.83
U0001591,A00374,SUB00150,2026-01-01,250,163,0.652,4131,0.74
U0001592,A00374,SUB00150,2026-02-01,250,156,0.627,2753,0.76
U0001593,A00374,SUB00150,2026-03-01,250,150,0.602,1397,0.45
U0001594,A00374,SUB00150,2026-04-01,250,144,0.577,2961,0.68
U0001595,A00374,SUB00150,2026-05-01,250,138,0.552,4617,0.82
U0001596,A00375,SUB00151,2025-06-01,10,5,0.575,48,0.82
U0001597,A00375,SUB00151,2025-07-01,10,5,0.552,70,0.28
U0001598,A00375,SUB00151,2025-08-01,10,5,0.569,124,0.49
U0001599,A00375,SUB00151,2025-09-01,10,5,0.522,117,0.56
U0001600,A00375,SUB00151,2025-10-01,10,5,0.577,94,0.48
U0001601,A00375,SUB00151,2025-11-01,10,5,0.556,83,0.89
U0001602,A00375,SUB00151,2025-12-01,10,5,0.53,120,0.34
U0001603,A00375,SUB00151,2026-01-01,10,5,0.537,140,0.28
U0001604,A00375,SUB00151,2026-02-01,10,5,0.57,159,0.86
U0001605,A00375,SUB00151,2026-03-01,10,5,0.525,99,0.82
U0001606,A00375,SUB00151,2026-04-01,10,5,0.58,51,0.57
U0001607,A00375,SUB00151,2026-05-01,10,5,0.582,51,0.57
